word,tf
떨기,1.0
수록,2.58
짜증,1.0
나중,2.0
정보,1.0
상대,1.0
우위,1.0
발전,2.0
흥미,2.0
접,2.0
기,2.0
번역,3.32
서브웨이,1.0
써브웨이,1.0
프레첼,1.0
프,1.0
레,3.0
익숙,1.0
고유,1.0
명사,1.0
대신,2.0
원어,1.0
발음,1.0
바탕,1.0
단어,1.0
바디,1.0
찌,1.0
따라,1.0
못되,2.0
묘사,1.0
파인,1.0
버자이,1.0
직역,1.0
지칭,1.0
여성기,1.0
발언,2.0
섹스,2.0
구멍,1.0
취급,2.0
무례,1.0
부르,2.0
평생,1.0
순화,1.0
노골적,1.0
엉덩이,1.0
하반신,1.0
뉘앙스,1.0
아쉽,2.58
골,1.0
빠게,1.0
바꾸,2.0
전체적,1.0
양아치,1.0
쿠키,2.0
영상,2.0
혹시,1.0
특유,1.0
크레딧,1.0
아기,2.0
언제,1.0
몰르,1.0
가슴,1.0
졸이,1.0
화들짝,1.0
장점,1.0
그대로,2.58
면,3.32
단점,1.0
극장,2.58
기괴,1.0
인상,2.0
깊,2.0
끌리,1.0
요즘,1.0
유료,1.0
맛,1.0
스케일,1.0
르이,1.0
편이,1.0
딱,3.0
들어맞,1.0
변하,2.0
세욤,1.0
간단,2.0
여대,2.58
생이,1.0
여학생,2.58
옛날,2.0
유명,1.0
외국,2.0
숙취,1.0
시작되,1.0
낯설,1.0
전혀,1.0
필름,1.0
끊기,1.0
부스스,1.0
디,1.0
파악,1.0
완전,2.0
비중,1.0
이끌,1.0
강해,1.0
아마,2.58
줍,1.0
아까,2.0
시점,1.0
당연,2.0
똑같이,3.81
반복되,1.0
뷰,1.0
정신,3.0
이상한,2.0
이러,2.0
현실,1.0
부정,1.0
곧바로,1.0
폰,1.0
가사,1.0
츠,1.0
마이,1.0
벌,1.0
랬,1.0
떠지,1.0
밝혀내,1.0
처치,1.0
고군,1.0
분투,1.0
위의,2.0
숱하,1.0
아무래도,1.0
타이,2.0
광고,1.0
걸어가,2.0
도중,2.58
명인,1.0
온난화,2.58
굉장히,3.0
야한,2.0
차림,1.0
빨강색,1.0
캠퍼스,2.0
명이,1.0
목적지,1.0
다다르,1.0
지가,1.0
가장,2.58
보시,3.0
가기,2.0
고고,1.0
인은,2.58
바로바로,1.0
한방,2.0
하아,1.0
허,2.58
겁,3.0
무서움,1.0
나래,1.0
용,1.0
겁나,2.58
웃김,1.0
패러디,1.0
심지어,1.0
고,2.0
플러스,2.0
멤버쉽,1.0
완료,1.0
혜택,1.0
달,2.58
공,1.0
짜,1.0
메가,1.0
박스,1.0
퇴근,1.0
만난,1.0
부부,1.0
인증,1.0
한참,1.0
웃음,2.58
지만,2.58
코미디,2.0
놀래,2.0
램,1.0
일단,1.0
싹,1.0
퉁,1.0
바가지,1.0
이쁘,2.58
가시,1.0
신남,1.0
저렇게,1.0
체크,1.0
반격,1.0
기습,2.0
그지,1.0
착하,3.0
남발,1.0
욧,1.0
뚜,1.0
달달,1.0
맨날,2.0
정들,1.0
잠들,3.58
상상,1.0
금지,1.0
흐,1.0
엉,2.0
ㅇ,1.0
다아,1.0
로,3.0
지배,1.0
원흉,1.0
아내,1.0
잘하,1.0
제자,1.0
손대,1.0
흥,1.0
암시,2.58
되게,2.0
핵,2.0
장착,1.0
신선,1.0
몰,1.0
입도,1.0
사운드,1.0
오지,2.0
왜케,1.0
망가,1.0
컷,2.0
힝공,1.0
포,2.0
피스,1.0
명대사,2.0
무조건,1.0
무,2.58
셔버,1.0
ㅡ,1.0
나이,1.0
봣,1.0
흑,1.0
인형,2.0
탈,2.58
장소,1.0
하룻밤,2.58
대화,2.0
플레이,1.0
공포감,1.0
밀려오,1.0
연달,1.0
지자,1.0
털어놓,1.0
휙,2.58
인사,2.58
밉,1.0
어떡,2.0
어떡하,1.0
알게됬다,1.0
둘르,1.0
댐,1.0
존중,1.0
이해심,1.0
조금씩,1.0
간단히,1.0
본격적,2.0
생활,1.0
패턴,2.0
추리,1.0
지목,2.58
다툼,2.58
죽었,1.0
감동,1.0
택하,1.0
나르,1.0
실랑이,1.0
기념,1.0
리플,1.0
레이,1.0
해보,3.32
행동,3.0
반,2.58
노리,1.0
쫓아가,1.0
되묻,1.0
질투심,1.0
서로,3.0
발,1.0
확,2.0
추락,1.0
즉사,2.0
싸움,2.58
웟,1.0
콩,2.0
멘트,1.0
어김없이,1.0
지겹,1.0
쪼금,1.0
기보,2.0
음향,1.0
효과,1.0
사라지,1.0
리뷰해야겠다,1.0
스치,1.0
지나,2.0
갔습니다,1.0
장르,2.0
굳이,1.0
요것,1.0
저의,1.0
페,1.0
릿,1.0
실망,1.0
게다,1.0
캐릭터,2.0
무겁,1.0
마리,1.0
토끼,1.0
왼쪽,1.0
소름,3.32
끼치,1.0
괴한,2.58
고스란히,1.0
약,1.0
죽기,2.0
저기,1.0
귀,1.0
여운,1.0
나타나어김없,1.0
있었습니다,1.0
여태,1.0
건내주,1.0
짝사랑,1.0
교,1.0
수인,1.0
보다,1.0
좀더,1.0
완성,1.0
보시기,1.0
불금,1.0
따뜻,1.0
이불,1.0
볼만,2.0
계시,1.0
덥,1.0
작년,1.0
미스터,1.0
특별,2.0
선물,3.0
생의,2.0
법칙,1.0
방식,2.0
절대,1.0
컨셉,2.0
오히려,2.58
온,1.0
세상,1.0
중심,1.0
셋,2.0
역이용,1.0
똑똑,1.0
학습,1.0
한층,1.0
강하,1.0
적극적,1.0
맞서,2.0
통쾌,1.0
쉬,2.58
시선,1.0
민감,1.0
과거,1.0
돌아보,1.0
후회,1.0
살아가,1.0
마음먹,1.0
과감,1.0
나체,1.0
거닐,1.0
한편,1.0
멋지,2.0
문득,1.0
하염없이,1.0
개인적,2.0
질르,1.0
가리,2.0
이젠,1.0
거슬리,1.0
팬케이크,1.0
숨기,1.0
비밀,2.0
알아차리,1.0
시침,1.0
떼,2.0
멀,1.0
격하,1.0
입안,1.0
쑤시,1.0
밀치,1.0
사망,1.0
출처,1.0
포토,2.0
스틸,1.0
잼,1.0
죽일려,1.0
여름,1.0
얼마나,1.0
바라,2.58
커지,1.0
경고,1.0
다수,1.0
입소문,1.0
뻗,2.0
므,1.0
아이,2.0
인식,1.0
런,1.0
계,2.0
정리,2.0
농담,1.0
뒤로하,1.0
선글라스,2.0
빤히,1.0
운동,2.0
트리에게,1.0
잔디,2.0
팀,3.0
씹냐,1.0
따지,1.0
지내,1.0
헤드폰,1.0
흔들,1.0
족,1.0
거림,1.0
줌,1.0
쓰레기,1.0
급하,2.58
밀회를,1.0
즐,1.0
부인,2.0
비만,1.0
반대,1.0
클럽,2.0
회원,2.58
모임,1.0
코,2.58
우유,2.58
햄버거,2.58
창피,1.0
다가,1.0
부딪히,1.0
쏟,1.0
그러니까,1.0
첫날,2.58
굴다리,2.0
밑에서,1.0
베이비,3.58
갑,1.0
툭튀,1.0
옷장,1.0
꼬닥,1.0
씹,1.0
게이,2.0
몰래,1.0
동,1.0
아무튼,1.0
원한,1.0
고치,1.0
베이,2.58
영리,1.0
하나하나,1.0
거냐,1.0
하자,1.0
벌거벗,1.0
돌아다니,1.0
자르,1.0
쫓,2.58
저렇,2.58
실려가,1.0
밀회,1.0
흉부,1.0
내상,1.0
신기,1.0
쫓기,1.0
주차장,1.0
달아나,1.0
사이렌,1.0
잡히,2.0
음주,1.0
운전,1.0
거짓말,1.0
그만,1.0
곧,2.0
염,1.0
대왕,1.0
만나겠,1.0
절규,1.0
소식,1.0
희생,1.0
빼앗,2.58
옳,1.0
단번에,1.0
행실,1.0
바람,1.0
피우,1.0
쫓아다니,1.0
마침,1.0
덮어씌우,2.0
망설이,1.0
구기,1.0
스포였다,1.0
충격,1.0
대놓,1.0
난이,1.0
하하,2.0
하공,1.0
답답,1.0
고구마,1.0
톤,1.0
샷,1.0
무릎,1.0
탁,1.0
아예,2.58
워낙,1.0
짧,2.0
결하,1.0
맞기,1.0
본격,1.0
울,1.0
대학,3.0
소위,1.0
잘나가,1.0
요전,1.0
요위,1.0
오른쪽,1.0
어리숙하,1.0
스윗,1.0
친하,1.0
와요,1.0
등장인물,1.0
주요,1.0
역할,1.0
요예,1.0
비슷,1.0
끊임없이,1.0
추적,1.0
되돌아보,1.0
범죄자,2.58
로맨스,1.0
꿈꾸,1.0
되풀이,1.0
패,1.0
