word,tf
상자,2.58
줍,2.0
유유히,1.0
직접,4.32
홀로,2.0
초췌,1.0
마임,1.0
사진기,1.0
강,2.58
논란,3.32
표,1.0
율,1.0
스릴러,4.46
냉큼,1.0
뉴스,2.0
나름,2.58
당하,3.58
지라,1.0
중반,3.58
제가,3.32
뭐,4.46
명함,1.0
내밀,1.0
스포였네,1.0
맘,2.0
편히,1.0
가세,1.0
본격,1.0
빵빵,2.0
작성,2.0
앞서,3.0
망설이,2.0
가기,3.32
가시,2.0
미리,2.0
알리,1.0
드리,3.0
당연,1.0
추천,3.0
추천인,1.0
미스터리,2.58
범죄,3.0
약간,2.58
극명,2.0
나뉘,2.58
영화관,3.0
당황,3.32
웨,2.58
골,2.58
룸,3.0
사내,2.0
엔딩,4.0
업,2.0
버전,1.0
부여잡,2.0
메,2.0
틀,1.0
와장창,1.0
무너지,1.0
한마디,2.0
이래,1.0
보시,5.09
복선,2.0
더미,1.0
기가,2.0
막히,1.0
연출법,1.0
소,2.0
오오,1.0
흐지부지,1.0
맺,1.0
각,2.0
정의,1.0
내려지,1.0
의견,4.0
분분,3.32
문장,1.0
대놓고,1.0
지에,2.0
머리,4.0
굴리,2.0
덥석,2.0
고로,1.0
아주,4.7
간단,1.0
전부,2.0
해,3.58
석,2.0
함,4.46
싹,1.0
양반,1.0
차례,1.0
연쇄적,1.0
유력,1.0
용의자,2.0
죽음,4.46
맞이하,3.32
언론,2.0
의하,2.58
공표,1.0
철,3.0
수사,2.58
품,3.81
증언,2.0
화살,1.0
향하,4.58
그놈,2.0
뵈,2.0
찾아오,3.32
악몽,3.32
꾸,2.58
횟수,1.0
무성,1.0
진위,1.0
파악,2.0
교회,1.0
부사,1.0
제로,1.0
김,1.0
윤,1.0
동행,2.0
그곳,2.58
실내,1.0
화도,1.0
물품,3.0
먼저,3.0
딘,2.0
나사,1.0
굴,2.0
변화,1.0
있음,4.81
평소,3.32
과격,2.0
언행,1.0
일삼,2.0
피부병,3.81
짓,4.0
대동,2.0
방문,3.0
신당,2.58
치우,2.0
시도,2.0
이곳,2.0
답하,2.0
묵묵부답,1.0
화,2.58
삭이,1.0
몸집,1.0
사흘,3.58
아파하,3.58
멀쩡,2.0
